CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG,SINONIMOS_ENG_CLEAN
828110,Oleiro (fabricação de tijolos),"Ajudante de fábrica de tijolos, Ajudante de oleiro, Amassador - em olaria, Barreiro, Barrerista, Batedor - em olaria, Batedor de tijolos - na fabricação, Chapeador de tijolos, Cortador de barro, Cortador de tijolos, Desbarbeador de tijolos, Desempenador em olaria, Desenfornador de tijolo e telha, Encaierador de tijolos, Enfornador de tijolos, Forneiro - em olaria, Gradeiro, Marombeiro, Operador de máquina de cortar tijolos e telhas, Operador de maromba, Operador de prensa - em olaria, Operador de secador da fabricação cerâmica, Prensista de telhas e tijolos, Queimador - em olaria, Sabugueiro, Tijoleiro","Brick factory assistant, potter, kneading assistant - Pottery, Barreiro, Barreirist, Pottery - Brick beater - in the manufacture, brick hat, clay cutter, brick cutter, brick landowner, potter, Brick and tile dephid, brick scripture, brick rooting, potter - in pottery, halm, marombeiro, brick and tile cutting machine operator, maromba operator, press operator - pottery dryer operator ceramic operator operator, Tiles and bricks, burner - in pottery, abigueiro, brick",brick factory assistant potter kneading assistant pottery barreiro barreirist pottery brick beater manufacture brick hat clay cutter brick cutter brick landowner potter brick tile dephid brick scripture brick rooting potter pottery halm marombeiro brick tile cutting machine operator maromba operator press operator pottery dryer operator ceramic operator operator tile brick burner pottery abigueiro brick
830105,"Mestre (indústria de celulose, papel e papelão)","Chefe de acabamento de papel, Contramestre (indústria de celulose, papel e papelão), Coordenador de turno - área de fibras, Coordenador de turno - área de papel, Mestre de fabricação e montagem de caixas (papelão), Supervisor de fibras e utilidades, Supervisor de máquinas para fabricar papel, Supervisor de papel e acabamento, Supervisor de pátio de madeira, Supervisor de processo de fibras, químicos e madeira, Supervisor de produção de celulose, Supervisor de produção de papel, Supervisor de recuperação de produtos químicos","Head of paper finishing, contrast (pulp and cardboard industry), shift coordinator - fiber area, shift coordinator - paper area, manufacturing and assembling boxes (cardboard), fiber and utility supervisor,Machine supervisor to manufacture paper and finish supervisor, wooden patio supervisor, fiber, chemical and wood process supervisor, pulp production supervisor, paper production supervisor, chemical recovery supervisor",head paper finishing contrast pulp cardboard industry shift coordinator fiber area shift coordinator paper area manufacturing assembling box cardboard fiber utility supervisormachine supervisor manufacture paper finish supervisor wooden patio supervisor fiber chemical wood process supervisor pulp production supervisor paper production supervisor chemical recovery supervisor
831105,Cilindreiro na preparação de pasta para fabricação de papel,"Condutor de máquina de secagem na fabricação de pasta/celulose, Preparador de massa para fabricação de papel, Refinador de pasta/celulose  para fabricação de papel","Drying machine conductor in the manufacture of paste/pulp, mass preparator for paper manufacturing, paste refiners/paper manufacturing",drying machine conductor manufacture pastepulp mass preparator paper manufacturing paste refinerspaper manufacturing
831110,Operador de branqueador de pasta para fabricação de papel,"Branqueador de pasta  de celulose para fabricação de papel, Operador de processos de semibranqueamento de pasta/celulose, Operador de sdcd","Cellulose folder whitening for paper manufacturing, folder/pulp semi -breaking process operator, SDCD operator",cellulose folder whitening paper manufacturing folderpulp semi breaking process operator sdcd operator
831115,Operador de digestor de pasta para fabricação de papel,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
831120,Operador de lavagem e depuração de pasta para fabricação de papel,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
831125,Operador de máquina de secar celulose,"Ajudante de fabricação de celulose, Condutor de máquina de secagem de celulose","Cellulose manufacturing assistant, pulp drying machine conductor",cellulose manufacturing assistant pulp drying machine conductor
832105,Calandrista de papel,Operador de supercalandra,SuperCalandra Operator,supercalandra operator
832110,Operador de cortadeira de papel,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
832115,Operador de máquina de fabricar papel  (fase úmida),Condutor de máquina de papel (fase úmida),Paper machine conductor (damp phase),paper machine conductor damp phase
832120,Operador de máquina de fabricar papel (fase seca),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
832125,Operador de máquina de fabricar papel e papelão,"Condutor  em fábrica de papel, Condutor de máquina de fabricar papel e papelão, Operador de máquina de fabricar papel, Operador de onduladora de papel","Conductor in paper factory, paper machine conductor and cardboard, paper machine operator, paper waking operator",conductor paper factory paper machine conductor cardboard paper machine operator paper waking operator
832135,Operador de rebobinadeira na fabricação de papel e papelão,Rebobinador na fabricação de papel e papelão,Rewinding in the manufacture of paper and cardboard,rewinding manufacture paper cardboard
833105,"Cartonageiro, a máquina","Caroneiro - em cartonagem, Cartonageiro - em cartonagem, Cartonageiro - nas indústrias gráficas, Confeccionador de caixas de papelão, Confeccionador de caixas de papelão, a máquina, Operador de máquina de cartonagem","RIDE - Cartonage, Cartonage - Cartonage, Cartonage - in the graphic industries, cardboard box making, cardboard box maker, machine, machine operator, carton operator",ride cartonage cartonage cartonage cartonage graphic industry cardboard box making cardboard box maker machine machine operator carton operator
833110,"Confeccionador de bolsas, sacos e sacolas e papel, a máquina","Confeccionador de artigos de papel e papelão, Confeccionador de bolsas de papel, Confeccionador de produtos de papel e papelão, Confeccionador de sacolas de papel, Confeccionador de sacos de papel, Operador de máquina de cortar, colar e dobrar papel","Making of paper and cardboard items, paper bags, paper and cardboard products clothing, paper bag maker, paper bag maker, cutting machine operator, paste and folding paper",making paper cardboard item paper bag paper cardboard product clothing paper bag maker paper bag maker cutting machine operator paste folding paper
833115,"Confeccionador de sacos de celofane, a máquina","Operador de máquina de cortar, colar e dobrar celofane e similar","Cutting machine operator, paste and double cellophane and similar",cutting machine operator paste double cellophane similar
833120,Operador de máquina de cortar e dobrar papelão,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
833125,Operador de prensa de embutir papelão,Operador de prensa a fabricação de papel,PAPER MANUFACTURE,paper manufacture
833205,"Cartonageiro, a mão (caixas de papelão)","Confeccionador de caixas de papelão, a mão","Cardboard box making, hand",cardboard box making hand
840105,Supervisor de produção da indústria alimentícia,"Chefe de fabricação de chocolate, Encarregado de moinho, Mestre chocolateiro, Mestre da indústria de produtos alimentícios, Mestre de conservas, Mestre de massas alimentícias, Mestre padeiro","Chief of chocolate manufacturing, Millier, Master Chocolairo, Master of the Food Products Industry, Master of Conservations, Master of Food Pasta, Master Padeiro",chief chocolate manufacturing millier master chocolairo master food product industry master conservation master food pasta master padeiro
840110,Supervisor da indústria de bebidas,"Mestre cervejeiro, Mestre da indústria de bebidas, Mestre de engarrafamento (bebidas)","Mestre Cervejeiro, Master of the Beverage Industry, Bottling Master (Drinks)",mestre cervejeiro master beverage industry bottling master drink
840115,Supervisor da indústria de fumo,"Encarregado de abridores (fumo), Encarregado de fumo desfiado, Encarregado de preparação de talo (indústria de fumo), Encarregado de qualidade de fumo, Encarregado fabricação de cigarros, Mestre da indústria de fumo, Mestre de preparação de fumo","Smoking (Smoking), in charge of shredded smoke, in charge of stalk preparation (tobacco industry), smoke in charge of smoking, cigarette manufacturing, smoke industry master, smoke mastering master",smoking smoking charge shredded smoke charge stalk preparation tobacco industry smoke charge smoking cigarette manufacturing smoke industry master smoke mastering master
