CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG
631005,Catador de caranguejos e siris,"Caranguejeiro, Catador de caranguejos, Catador de crustáceos, Catador de siris, Sirieiro, Trabalhador na captura de crustáceos, Trabalhador na pesca de crustáceo","Crab, crab picker, crustacean collector, sprinkler collector, tear, worker in the capture of crustaceans, worker in crustacean fishing"
631010,Catador de mariscos,"Mariscador, Marisqueiro","Seafood, seafood"
631015,Pescador artesanal de lagostas,"Lagosteiro, Mergulhador - pescador de lagosta, Pescador artesanal  de lagostas com covos, Pescador artesanal de lagostas com gaiolas, Pescador de lagostas, Pescador lagosteiro","Lagosteiro, diver - lobster fisherman, artisanal fisherman of lobsters with convoos, artisanal fisherman of cages, lobster fisher"
631020,Pescador artesanal de peixes e camarões,"Curraleiro de pesca artesanal de peixes e camarões, Jangadeiro, na pesca de peixes e camarões, Pescador artesanal de camarões, Pescador artesanal de peixes, Pescador artesanal de peixes e camaões com rede de calão, Pescador artesanal de peixes e camarões com covos, Pescador artesanal de peixes e camarões com espinhel, Pescador artesanal de peixes e camarões com redes e linhas, Pescador artesanal de peixes e camarões em currais, Pescador de espinhel (embarcações de pesca), Pescador de linhas (embarcações de pesca), Pescador de peixes e camarões com redes, Pescador de peixes e camarões em embarcações de pequeno porte, Pescador de tarrafa (peixes e camarões), Remador, na pesca de peixes e camarões, Tarrafeador na pesca de peixes e camarões","Artisanal Fish and Cameroon Fisheries Curraleiro, raft, fish and prawns fishing, craft fisherman of prawns, artisan fish fisherman, artisanal fishing fishing and chamberless chain, artisanal fishing and shrimp fisherman, artisanal fisherman, artisanal fisherman,of fish and prawns with spray, artisanal fishing of fish and prawns with nets and lines, artisanal fisherman of fish and prawns in currals, espinhel fisherman (fishing vessels), line fisherman (fishing vessels), fish fisherman and shrimp fisherWith nets, fish fisherman and prawns on small vessels, tarrafa fisherman (fish and prawns), rower, fish and prawns fishing, fish fishing and shrimp fish"
631105,Pescador artesanal de água doce,"Pescador de anzol, Pirangueiro","Hook, pirangueiro"
631205,Pescador industrial,,"the JSON object must be str, bytes or bytearray, not NoneType"
631210,Pescador profissional,,"the JSON object must be str, bytes or bytearray, not NoneType"
631305,Criador de camarões,"Arraçoador de camarões, Camaroneiro, Carcinicultor","Cameroon stroke, chamberman, carciniculture"
631310,Criador de jacarés,"Jacarecultor, Trabalhador na jacarecultura","Jacarecker, worker in jacareculture"
631315,Criador de mexilhões,"Mitilicutor, Trabalhador na criação de mexilhões","Mythilicutor, worker in the creation of mussels"
631320,Criador de ostras,"Ostreicultor, Trabalhador da criação de ostras","OSTRECULOR, OSRA CREATION WORKER"
631325,Criador de peixes,"Alimentador de peixe, Arraçoador de peixe, Criador de peixes ornamentais, Piscicultor, Trabalhador - na criação de peixe - exclusive empregador, Trabalhador - na criação de peixes - exclusive conta própria, Trabalhador na piscicultura","Fish feeder, fish rocking, creator of ornamental fish, fish farmer, worker - in the creation of fish - exclusive employer, worker - in the creation of fish - exclusive account, worker in fish farming"
631330,Criador de quelônios,"Criador de tartarugas, Quelonicultor","Turtle Creator, Keloniculturist"
631335,Criador de rãs,"Ranicultor, Trabalhador na criação de rãs","Raniculturist, worker in the creation of frogs"
631405,Gelador industrial,"Bodegueiro (gelador industrial), Conservador de pescado em barco de pesca (gelador industrial)","Bodeagueiro (Industrial Generator), conservative fishing boat fishing (industrial generator)"
631410,Gelador profissional,"Bodegueiro (gelador profissional), Conservador de pescado em barco de pesca (gelador profissional)","Bodeagueiro (professional generator), conservative fishing boat (professional generator)"
631415,Proeiro,Vigia da proa,Vigia of the bow
631420,Redeiro (pesca),,"the JSON object must be str, bytes or bytearray, not NoneType"
632005,Guia florestal,"Condutor de ecotrilha, Mateiro - guia","Ecotrilha Conductor, Mateiro - Guide"
632010,Raizeiro,"Dr. Raiz, Erveiro","Dr. Raiz, Erveiro"
632015,Viveirista florestal,"Coletor de sementes (floresta), Produtor de mudas (florestas), Viveirista (mudas)","Seed collector (forest), seedling producer (forests), living (seedlings)"
632105,Classificador de toras,"Marcador de árvores, Marcador de toras","Tree scorer, logging"
632110,Cubador de madeira,"Auxiliar de dendrometria, Auxiliar de dendrometrista, Dendrometrista, Romaneador","Dendrometry assistant, dendrometist assistant, dendrometrist, romantor"
632115,Identificador florestal,"Auxiliar de inventário, Balizador em inventário florestal, Inventariante florestal, Mateiro, Mateiro (inventário de florestas)","Inventory Assistant, Forest Inventory, Forest Inventory, Mateiro, Mateiro (Forest Inventory)"
632120,Operador de motosserra,"Ajudante de derrubada, Auxiliar de operador de motosserra, Cortador de árvores, Cortador de cepos, Cortador de lenha, Cortador de madeira - na extração, Cortador descascador de toras, Derrubador - na extração de madeira, Derrubador de árvores, Operador de serras (exploração florestal), Serrador de árvores - na extração de madeira, Serrador de lenha","Hitting helper, chainsaw operator assistant, tree cutter, blind cutter, wooden cutter, wooden cutter - extraction, loop peeling, spoof - wood extraction, tree dropper, mountain operator (explorationForest), tree sawmill - in the extraction of wood, wood sawing"
632125,"Trabalhador de extração florestal, em geral","Abatedor - na extração de madeira, Ajudante de reflorestamento, Arrastador de árvores, Casqueador de toras, Descascador de árvores, Explorador de madeira, em geral, Operador de descascador de madeira, Operador de máquina transportadora (madeira), Operador de triturador de toras, Servente de reflorestamento, Transportador de árvores, Transportador de madeiras","SHAILING - In wood extraction, reforestation helper, tree drag, logs, tree peeler, wooden explorer, generally wooden peeling operator, carrier machine operator (wood), log crusher operator, logging operator,Reforestation servant, tree carrier, wood carrier"
632205,Seringueiro,"Balateiro, Balateiro na extração de látex, Borracheiro - na extração de látex, Brabo, Caucheiro, Coletor de látex, Defumador de látex, Extrator de látex, Sirgueiro, Tirador de látex, Toqueiro - seringueiro","Banate, Banker in latex extraction, borrower - in the extraction of latex, brabo, caucheiro, latex collector, latex smoker, latex extractor, serveiro, latex strap, toucher - rubber tapper"
632210,Trabalhador da exploração de espécies produtoras de gomas não elásticas,"Amapateiro, Extrator de látex (gomas não elásticas), Maçarandubeiro, Sorveiro, Sucubeiro, Trabalhador da exploração de coquirana","Amapateiro, latex extractor (non -elastic gums), Maçarandubeiro, ice cream, succuber, worker of the exploration of pitying"
632215,Trabalhador da exploração de resinas,"Coletor de resinas, Extrator de resinas, Tirador de resinas, Trabalhador da cultura oiticica, Trabalhador da exploração de breu, Trabalhador da exploração de jatobá  (resinas), Trabalhador da exploração de jotaicica, Trabalhador da exploração de sucuruba","Resin collector, resin extractor, resin trackup, oithic culture worker, pitch exploration worker, jatoba exploration worker (resins), jotaicical exploration worker, worker of the exploration of succuruba"
632305,Trabalhador da exploração de andiroba,"Ajuntador de andiroba, Carregador de andiroba, Cozinhador de andiroba","Andiroba's gathering, Andiroba charger, andiroba cooking"
632310,Trabalhador da exploração de babaçu,"Apanhador de babaçu, Caldereiro - na exploração de babaçu, Coletor de babaçu, Extrator - na extração de babaçu, Moezeiro - na exploração do babaçu","Babaçu Catter, Caldereiro - In the exploration of babassu, manicator of babassu, extractor - in the extraction of babassu, moon - in the exploration of babassu"
632315,Trabalhador da exploração de bacaba,"Apanhador de bacaba, Carregador de bacaba, Cozinhador de vinho de bacaba, Peneirador de vinho de bacaba","Bacaba Cathing, Bacaba Charger, Bacaba Wine Keys, Bacaba Wine Sieving"
632320,Trabalhador da exploração de buriti,"Ajuntador de buriti, Apanhador de buriti, Carregador de buriti","Buriti gathering, Buriti Catter, Buriti Charger"
632325,Trabalhador da exploração de carnaúba,"Aparador - na extração da carnaúba, Baganeiro - na extração da carnaúba, Batedor de palha de carnaúba, Cambiteiro - na extração da carnaúba, Classificador de cera de carnaúba - na extração, Cortador de palha de carnaúba, Cozinhador de cera de carnaúba - na extração, Enfeixador de palha de carnaúba, Foiceiro - na extração da carnaúba, Juntador - na extração da carnaúba, Lasteiro - na extração da carnaúba","SCARDER - In the extraction of carnauba, luganel - in the extraction of carnauba, carnauba straw beater, camb who - in the extraction of carnauba, carnauba wax classifier - in extraction, carnauba straw cutter, carnauba wax cooking - in extraction, Carnaúba Straw Drawer, Esteiro - In the extraction of Carnaúba, Junter - In the extraction of Carnaúba, Lasteiro - in the extraction of Carnaúba"
632330,Trabalhador da exploração de coco-da-praia,,"the JSON object must be str, bytes or bytearray, not NoneType"
632335,Trabalhador da exploração de copaíba,"Aparador de óleo de copaíba, Tirador de óleo de copaíba","Copaíba Oil Sideboard, Copaiba Oil Tirar"
632340,Trabalhador da exploração de malva (pãina),"Cultivador de malva - exclusive conta própria e empregador, Plantador de malva, Trabalhador da cultura de malva, Trabalhador da exploração de pãina","Malva Cultivator - EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, MALVA PLANING, MALVA CULTURE worker, Pain Exploration Worker"
632345,Trabalhador da exploração de murumuru,,"the JSON object must be str, bytes or bytearray, not NoneType"
632350,Trabalhador da exploração de oiticica,,"the JSON object must be str, bytes or bytearray, not NoneType"
632355,Trabalhador da exploração de ouricuri,"Ajuntador de ouricuri, Cortador de ouricuri, Cortador de palha de ouricuri, Quebrador de ouricuri, Trabalhador da exploração de butiá, Trabalhador da exploração de licuri","Ouricuri, Ouricuri cutter, Ouricuri straw cutter, Ouricuri breaker, butt's exploration worker, licuri exploration worker"
632360,Trabalhador da exploração de pequi,Pequizeiro,Pequizeiro
632365,Trabalhador da exploração de piaçava,"Amarrador de piaçava, Batedor de piaçava, Beneficiador de piaçava, Catador de piaçava, Cortador de palha de piaçava, Cortador de piaçava, Extrator de piaçava, Limpador de piaçava, Piaçaveiro","Piaçava Timber, Piaçava Bate, Piaçava Beneficiary, Piaçava Picker, Piaçava Straw Cutter, Piaçava Cutter, Piaçava Extractor, Piaçava Cleaner, Piaçaveiro"
632370,Trabalhador da exploração de tucum,,"the JSON object must be str, bytes or bytearray, not NoneType"
632405,Trabalhador da exploração de açaí,"Açaizeiro, Pecunheiro","Açaizeiro, Pecunter"
632410,Trabalhador da exploração de castanha,"Castanheiro, Selecionador de castanha de caju","Chestnut tree, cashews coach"
632415,Trabalhador da exploração de pinhão,Catador de pinhão,Pineman
632420,Trabalhador da exploração de pupunha,"Palmiteiro, Pupunheiro","Palm tree, pupanheiro"
632505,"Trabalhador da exploração de árvores e arbustos produtores de substâncias aromát., Medic. E tóxicas","Trabalhador da exploração de açacuzeiro, Trabalhador da exploração de amapá, Trabalhador da exploração de ameixeira, Trabalhador da exploração de amesca, Trabalhador da exploração de aroeira, Trabalhador da exploração de bacupari, Trabalhador da exploração de bacuri, Trabalhador da exploração de canela, Trabalhador da exploração de capituí, Trabalhador da exploração de carapanaúba, Trabalhador da exploração de catuaba, Trabalhador da exploração de caxinguba, Trabalhador da exploração de cedro, Trabalhador da exploração de cerejeira, Trabalhador da exploração de craveira da terra, Trabalhador da exploração de cumaru, Trabalhador da exploração de favela, Trabalhador da exploração de graviola, Trabalhador da exploração de inharé, Trabalhador da exploração de ipê da flor amarela, Trabalhador da exploração de ipê da flor roxa, Trabalhador da exploração de jaborandi, Trabalhador da exploração de jacareúba, Trabalhador da exploração de janaguba, Trabalhador da exploração de jatobá, Trabalhador da exploração de jenipapo, Trabalhador da exploração de jucá, Trabalhador da exploração de macaca poranga, Trabalhador da exploração de mangabeira, Trabalhador da exploração de marapoama, Trabalhador da exploração de moreira, Trabalhador da exploração de mururé, Trabalhador da exploração de pau-rosa, Trabalhador da exploração de piquiá, Trabalhador da exploração de preciosa, Trabalhador da exploração de quina, Trabalhador da exploração de quinarana, Trabalhador da exploração de sacaca, Trabalhador da exploração de sangue de grado, Trabalhador da exploração de santa maria, Trabalhador da exploração de sucuba, Trabalhador da exploração de tatajuba","Worker of the exploitation of açacuzeiro, worker of the exploitation of Amapá, worker of the exploitation of plum, worker of the exploitation of aroeira exploration, worker of the exploitation of bacupari, worker of bacuri exploitation, cinnamon exploitation worker, worker ofCapiti exploitation, worker of the exploration of Carapanaúba, worker of the exploitation of Catuaba, worker of the exploitation of Caxinguba, worker of the exploitation of cedar, worker of the exploitation of cherry, worker of the land exploration, worker of the exploitation of cumaru, worker ofFavela exploitation, speaker of the exploitation of soursop, worker of the exploitation of Yellow Ipê Exploration of the Yellow Flower, worker of the exploitation of IPê Purple, worker of the exploitation of Jaborandi, worker of the exploitation of Jacareuba, worker of exploitation ofJanaguba, worker of the exploitation of Jatobá, worker of the exploitation of Jenipapo, worker of the exploitation of Jucá, worker of the exploitation of Macaca Poranga, worker of the exploitation of mangola, worker of the exploitation of Marapoama, worker of the exploitation of Mururé exploitation worker, worker of the exploitation of Mururé, Worker of the exploitation of rosewood, worker of the exploration of Piquiá, worker of the exploitation of precious, worker of the exploitation of kinarana exploitation, worker of the exploitation of sacchad, worker of blood exploitation, worker of exploitationof Santa Maria, worker of the exploitation of Sucuba, worker of the exploitation of Tatajuba"
